게시물ID,제목,게시일,원래 카테고리,규칙 기반 주제 분류,URL,추출본문 문자수,본문 이미지 요소수,본문 확인
223770438975,"[수학의기술 은행사거리점] 🔥니가 원하는 그 대학, 바로 수기S반 출신!🔥 :: 최상반 입반 테스트 안내",2025. 2. 23.,문의폭주개강소식,모집·개강,https://blog.naver.com/skills_in_math2/223770438975,1822,7,추출
223767858875,"중계동 수학학원 수학의기술에서 새학기에도, 우리 함께 성장해요! 📢 3월 시간표 대공개!",2025. 2. 21.,문의폭주개강소식,모집·개강,https://blog.naver.com/skills_in_math2/223767858875,1887,15,추출
223766427386,2025 인제대 의대 의예과 약대 약학과 정시 입결 정시컷 정시등급 모집요강 인제대학교,2025. 2. 19.,대입분석,교육·입시정보,https://blog.naver.com/skills_in_math2/223766427386,2084,8,추출
223766416869,2025 인제대 의대 의예과 약대 약학과 수시 입결 수시등급 모집요강 수능최저 인제대학교,2025. 2. 19.,대입분석,교육·입시정보,https://blog.naver.com/skills_in_math2/223766416869,2103,11,추출
223766397915,2025 을지대 의대 의예과 정시 입결 정시컷 정시등급 모집요강 을지대학교,2025. 2. 19.,대입분석,교육·입시정보,https://blog.naver.com/skills_in_math2/223766397915,2231,9,추출
223766381931,2025 을지대 의대 의예과 수시 입결 수시등급 모집요강 수능최저 을지대학교,2025. 2. 19.,대입분석,교육·입시정보,https://blog.naver.com/skills_in_math2/223766381931,3155,19,추출
223764868115,2025 원광대 의대 치대 약대 한의대 정시 입결 정시컷 정시등급 모집요강 원광대학교,2025. 2. 18.,대입분석,교육·입시정보,https://blog.naver.com/skills_in_math2/223764868115,2414,11,추출
223764857159,2025 원광대 의대 치대 약대 한의대 수시 입결 수시등급 모집요강 수능최저 원광대학교,2025. 2. 18.,대입분석,교육·입시정보,https://blog.naver.com/skills_in_math2/223764857159,2526,20,추출
223764769845,2025 울산대 의대 의예과 정시 입결 정시컷 정시등급 모집요강 울산대학교,2025. 2. 18.,대입분석,교육·입시정보,https://blog.naver.com/skills_in_math2/223764769845,2471,8,추출
223764759406,2025 울산대 의대 의예과 수시 입결 수시등급 모집요강 수능최저 울산대학교,2025. 2. 18.,대입분석,교육·입시정보,https://blog.naver.com/skills_in_math2/223764759406,2916,12,추출
223763610271,2025 우석대 한의대 한의예과 약대 약학부 정시 입결 정시컷 정시등급 모집요강 우석대학교,2025. 2. 17.,대입분석,교육·입시정보,https://blog.naver.com/skills_in_math2/223763610271,2244,8,추출
223763598123,2025 우석대 한의대 한의예과 약대 약학과 수시 입결 수시등급 모집요강 수능최저 우석대학교,2025. 2. 17.,대입분석,교육·입시정보,https://blog.naver.com/skills_in_math2/223763598123,2790,7,추출
223763361437,중계동 수학학원 수학의기술ㅣ 내실 있는 수학완성을 위한 2차 인증시험 공지🌟,2025. 2. 17.,은행사거리점(직접 게시),소개·공지·기타,https://blog.naver.com/skills_in_math2/223763361437,1696,10,추출
223760826402,중계동 수학학원 수학의기술의 해피 발렌타인데이💝 공부는 물론 당충전까지 책임진다-!🍫,2025. 2. 14.,이벤트,이벤트·행사,https://blog.naver.com/skills_in_math2/223760826402,1139,15,추출
223760751700,2025 영남대 의대 의예과 약대 약학부 정시 입결 정시컷 정시등급 모집요강 영남대학교,2025. 2. 14.,대입분석,교육·입시정보,https://blog.naver.com/skills_in_math2/223760751700,2545,9,추출
223760740019,2025 영남대 의대 의예과 약대 약학부 수시 입결 수시등급 모집요강 수능최저 영남대학교,2025. 2. 14.,대입분석,교육·입시정보,https://blog.naver.com/skills_in_math2/223760740019,3426,11,추출
223760667203,2025 연세대 미래캠 의대 의예과 정시 입결 정시컷 정시등급 모집요강 연세대학교 미래캠퍼스,2025. 2. 14.,대입분석,교육·입시정보,https://blog.naver.com/skills_in_math2/223760667203,2667,8,추출
223760650716,2025 연세대 미래캠 의대 의예과 수시 입결 수시등급 모집요강 논술 수능최저 연세대학교 미래캠퍼스,2025. 2. 14.,대입분석,교육·입시정보,https://blog.naver.com/skills_in_math2/223760650716,2267,20,추출
223748501537,중계동 수학학원 수학의기술 재원생 한정🤫 고1을 위한 3월 모의고사 무료 특강🎯,2025. 2. 5.,은행사거리점(직접 게시),모집·개강,https://blog.naver.com/skills_in_math2/223748501537,1234,7,추출
223746802793,중계동 수학학원 수학의기술 진정한 고1로 거듭나야 할 때🔥!,2025. 2. 4.,은행사거리점 고등반,소개·공지·기타,https://blog.naver.com/skills_in_math2/223746802793,898,8,추출
223746786770,전지점 BIG EVENT📣 방학 때 열심히 할거에요! 라던 너? 얼마나 하고 있는데? 본격 학습랭킹 레이스 START!,2025. 2. 4.,이벤트,이벤트·행사,https://blog.naver.com/skills_in_math2/223746786770,978,8,추출
223744310533,🏆중계동 수학학원 수학의기술 은행사거리점 1월 순공랭킹 발표~!🏆,2025. 2. 1.,은행사거리점(직접 게시),학습성과·후기,https://blog.naver.com/skills_in_math2/223744310533,985,10,추출
223743424079,2025 아주대 의대 약대 약학과 의예과 정시 입결 정시컷 정시등급 모집요강 아주대학교,2025. 1. 31.,대입분석,교육·입시정보,https://blog.naver.com/skills_in_math2/223743424079,1877,8,추출
223743414163,2025 아주대 의대 약대 의학과 약학과 수시 입결 수시등급 모집요강 수능최저 아주대학교,2025. 1. 31.,대입분석,교육·입시정보,https://blog.naver.com/skills_in_math2/223743414163,1974,10,추출
223743394488,2025 순천향대 의대 의예과 정시 입결 정시컷 정시등급 모집요강 순천향대학교,2025. 1. 31.,대입분석,교육·입시정보,https://blog.naver.com/skills_in_math2/223743394488,2427,8,추출
223743382258,2025 순천향대 의대 의예과 수시 입결 수시등급 모집요강 수능최저 순천향대학교,2025. 1. 31.,대입분석,교육·입시정보,https://blog.naver.com/skills_in_math2/223743382258,2574,14,추출
223743355043,2025 순천대 약대 약학과 정시 입결 정시컷 정시등급 모집요강 순천대학교,2025. 1. 31.,대입분석,교육·입시정보,https://blog.naver.com/skills_in_math2/223743355043,3241,7,추출
223743327081,2025 순천대 약대 약학과 수시 입결 수시등급 모집요강 수능최저 순천대학교,2025. 1. 31.,대입분석,교육·입시정보,https://blog.naver.com/skills_in_math2/223743327081,1926,13,추출
223743293810,2025 세명대 한의대 한의예과 정시 입결 정시컷 정시등급 모집요강 세명대학교,2025. 1. 31.,대입분석,교육·입시정보,https://blog.naver.com/skills_in_math2/223743293810,3008,17,추출
223743265266,2025 세명대 한의대 한의과 수시 입결 수시등급 모집요강 수능최저 세명대학교,2025. 1. 31.,대입분석,교육·입시정보,https://blog.naver.com/skills_in_math2/223743265266,2528,16,추출
223741680388,2025 상지대 한의대 한의예과 정시 입결 정시컷 정시등급 모집요강 상지대학교,2025. 1. 29.,대입분석,교육·입시정보,https://blog.naver.com/skills_in_math2/223741680388,1890,12,추출
223741673114,2025 상지대 한의대 한의예과 수시 입결 수시등급 모집요강 수능최저 상지대학교,2025. 1. 29.,대입분석,교육·입시정보,https://blog.naver.com/skills_in_math2/223741673114,1995,14,추출
223741655403,2025 삼육대 약대 약학과 정시 입결 정시컷 정시등급 모집요강 삼육대학교,2025. 1. 29.,대입분석,교육·입시정보,https://blog.naver.com/skills_in_math2/223741655403,2210,9,추출
223741625667,2025 삼육대 약대 약학과 수시 입결 수시등급 모집요강 수능최저 삼육대학교,2025. 1. 29.,대입분석,교육·입시정보,https://blog.naver.com/skills_in_math2/223741625667,1911,16,추출
223741589431,2025 부산대 의대 치대 약대 한의대 정시 입결 정시컷 정시등급 모집요강 부산대학교,2025. 1. 29.,대입분석,교육·입시정보,https://blog.naver.com/skills_in_math2/223741589431,2477,13,추출
223741572585,2025 부산대 의대 치대 약대 한의대 수시 입결 수시등급 모집요강 수능최저 부산대학교,2025. 1. 29.,대입분석,교육·입시정보,https://blog.naver.com/skills_in_math2/223741572585,2064,14,추출
223740961101,2025 목포대 약대 약학과 정시 입결 정시컷 정시등급 모집요강 국립목포대학교,2025. 1. 28.,대입분석,교육·입시정보,https://blog.naver.com/skills_in_math2/223740961101,1946,7,추출
223740952937,2025 목포대 약대 약학과 수시 입결 수시등급 모집요강 수능최저 국립목포대학교,2025. 1. 28.,대입분석,교육·입시정보,https://blog.naver.com/skills_in_math2/223740952937,2242,10,추출
223740937019,2025 동아대 의대 의예과 정시 입결 정시컷 정시등급 모집요강 동신대학교,2025. 1. 28.,대입분석,교육·입시정보,https://blog.naver.com/skills_in_math2/223740937019,2005,7,추출
223740922597,2025 동아대 의대 의예과 수시 입결 수시등급 모집요강 수능최저 동아대학교,2025. 1. 28.,대입분석,교육·입시정보,https://blog.naver.com/skills_in_math2/223740922597,3014,19,추출
223740874059,2025 동신대 한의대 한의예과 정시 입결 정시컷 정시등급 모집요강 동신대학교,2025. 1. 28.,대입분석,교육·입시정보,https://blog.naver.com/skills_in_math2/223740874059,2400,6,추출
223740867160,2025 동신대 한의예과 한의대 수시 입결 수시등급 모집요강 수능최저 동신대학교,2025. 1. 28.,대입분석,교육·입시정보,https://blog.naver.com/skills_in_math2/223740867160,2605,6,추출
223740846669,2025 동덕여대 약대 약학과 정시  입결 정시컷 정시등급 모집요강 동덕여자대학교,2025. 1. 28.,대입분석,교육·입시정보,https://blog.naver.com/skills_in_math2/223740846669,4056,7,추출
223740833685,2025 동덕여대 약대 약학과 수시 입결 수시등급 모집요강 수능최저 동덕여자대학교,2025. 1. 28.,대입분석,교육·입시정보,https://blog.naver.com/skills_in_math2/223740833685,2694,9,추출
223740180198,2025 동국대wise 의대 의예과 한의대 정시 입결 정시등급 모집요강 동국대경주캠,2025. 1. 27.,대입분석,교육·입시정보,https://blog.naver.com/skills_in_math2/223740180198,2490,8,추출
223740172980,2025 동국대wise 의대 의예과 한의대 수시 입결 수시등급 모집요강 수능최저 동국대경주캠,2025. 1. 27.,대입분석,교육·입시정보,https://blog.naver.com/skills_in_math2/223740172980,2792,9,추출
223740160443,2025 덕성여대 약대 약학과 정시 입결 정시등급 모집요강 덕성여자대학교,2025. 1. 27.,대입분석,교육·입시정보,https://blog.naver.com/skills_in_math2/223740160443,1797,7,추출
223740147816,2025 덕성여대 약대 약학과 수시 입결 수시등급 모집요강 수능최저 덕성여자대학교,2025. 1. 27.,대입분석,교육·입시정보,https://blog.naver.com/skills_in_math2/223740147816,2203,11,추출
223740130145,2025 대전대 한의대 한의예과 정시 입결 정시등급 모집요강 대전대학교,2025. 1. 27.,대입분석,교육·입시정보,https://blog.naver.com/skills_in_math2/223740130145,2059,10,추출
223740116698,2025 대전대 한의대 한의예과 수시 입결 수시등급 모집요강 수능최저 대전대학교,2025. 1. 27.,대입분석,교육·입시정보,https://blog.naver.com/skills_in_math2/223740116698,2433,18,추출
223740091203,2025 대구한의대 한의대 한의예과 정시 입결 정시등급 모집요강 대구한의대학교,2025. 1. 27.,대입분석,교육·입시정보,https://blog.naver.com/skills_in_math2/223740091203,2322,10,추출
223740072534,2025 대구한의대 한의대 한의예과 수시 입결 수시등급 모집요강 수능최저 대구한의대학교,2025. 1. 27.,대입분석,교육·입시정보,https://blog.naver.com/skills_in_math2/223740072534,2044,9,추출
223720173056,📢중계동 수학학원 수학의기술 은행사거리점 12월 순공 랭킹 TOP 10 업데이트!!📢,2025. 1. 9.,은행사거리점(직접 게시),학습성과·후기,https://blog.naver.com/skills_in_math2/223720173056,938,10,추출
223711012381,2025 대구가톨릭대 의대 약대 수시 입결 수시등급 모집요강 수능최저 대구가톨릭대학교,2024. 12. 31.,대입분석,교육·입시정보,https://blog.naver.com/skills_in_math2/223711012381,2463,12,추출
223711010887,2025 단국대 의대 수의대 약대 정시 입결 정시등급 모집요강 단국대학교,2024. 12. 31.,대입분석,교육·입시정보,https://blog.naver.com/skills_in_math2/223711010887,1121,17,추출
223711010379,2025 단국대 의대 치대 약대 수시 입결 수시등급 모집요강 수능최저 단국대학교,2024. 12. 31.,대입분석,교육·입시정보,https://blog.naver.com/skills_in_math2/223711010379,2021,15,추출
223711009860,2025 고신대 의대 의예과 정시 입결 정시등급 모집요강 고신대학교,2024. 12. 31.,대입분석,교육·입시정보,https://blog.naver.com/skills_in_math2/223711009860,2514,9,추출
223711008910,2025 고신대 의대 의예과 입결 수시등급 모집요강 수능최저 고신대학교,2024. 12. 31.,대입분석,교육·입시정보,https://blog.naver.com/skills_in_math2/223711008910,1842,13,추출
223711008150,2025 고려대세종캠 약대 약학과 정시 입결 정시등급 모집요강 고려대학교,2024. 12. 31.,대입분석,교육·입시정보,https://blog.naver.com/skills_in_math2/223711008150,2259,10,추출
223711007624,2025 고려대 세종캠 약대 약학과 논술 수시 입결 수시등급 모집요강 수능최저 고려대세종캠,2024. 12. 31.,대입분석,교육·입시정보,https://blog.naver.com/skills_in_math2/223711007624,2170,10,추출
223711006770,2025 계명대 의대 약대 의예과 약학부 정시 입결 정시등급 모집요강 계명대학교,2024. 12. 31.,대입분석,교육·입시정보,https://blog.naver.com/skills_in_math2/223711006770,2384,9,추출
223711006068,2025 계명대 의대 의예과 약대 약학부 수시 입결 수시등급 모집요강 수능최저 계명대학교,2024. 12. 31.,대입분석,교육·입시정보,https://blog.naver.com/skills_in_math2/223711006068,2219,17,추출
223711005241,2025 경성대 약대 약학과 정시 입결 정시등급 모집요강 경성대학교,2024. 12. 31.,대입분석,교육·입시정보,https://blog.naver.com/skills_in_math2/223711005241,2164,9,추출
223711004562,2025 경성대 약대 약학과 수시 입결 수시등급 모집요강 수능최저 경성대학교,2024. 12. 31.,대입분석,교육·입시정보,https://blog.naver.com/skills_in_math2/223711004562,2013,13,추출
223710971390,2025 경상국립대 의대 수의대 약대 정시 입결 정시등급 모집요강 경상국립대학교,2024. 12. 31.,대입분석,교육·입시정보,https://blog.naver.com/skills_in_math2/223710971390,2197,14,추출
223710954810,2025 경상국립대 의대 수의대 약대 수시 입결 수시등급 모집요강 수능최저 경상국립대학교,2024. 12. 31.,대입분석,교육·입시정보,https://blog.naver.com/skills_in_math2/223710954810,2171,18,추출
223710857974,2025 경북대 의대 약대 치대 수의대 정시컷 정시 입결 등급컷 모집요강 정시등급 경북대학교,2024. 12. 31.,대입분석,교육·입시정보,https://blog.naver.com/skills_in_math2/223710857974,1977,10,추출
223710842647,2025 경북대 의대 약대 치대 수의대 수시 입결 수시등급 모집요강 수능최저 경북대학교,2024. 12. 31.,대입분석,교육·입시정보,https://blog.naver.com/skills_in_math2/223710842647,2006,11,추출
223710822613,2025 건국대글로컬 의대 의예과 정시컷 정시 입결 등급컷 모집요강 정시등급 건국대글로컬대학교,2024. 12. 31.,대입분석,교육·입시정보,https://blog.naver.com/skills_in_math2/223710822613,2294,5,추출
223710802815,2025 건국대글로컬 의대 의예과 수시 입결 수시등급 모집요강 수능최저 건국대글로컬캠퍼스,2024. 12. 31.,대입분석,교육·입시정보,https://blog.naver.com/skills_in_math2/223710802815,2453,22,추출
223710777228,2025 강릉대 의대 약대 수의대 정시컷 정시 입결 등급컷 모집요강 정시등급 강릉대학교,2024. 12. 31.,대입분석,교육·입시정보,https://blog.naver.com/skills_in_math2/223710777228,2355,7,추출
223710760447,2025 강원대 의대 약대 수의대 수시등급 입결 모집요강 수능최저 강원대학교,2024. 12. 31.,대입분석,교육·입시정보,https://blog.naver.com/skills_in_math2/223710760447,2207,18,추출
223710730383,2025 강릉원주대 치대 치의예과 정시컷 정시 입결 등급컷 모집요강 정시등급 국립강릉원주대학교,2024. 12. 31.,대입분석,교육·입시정보,https://blog.naver.com/skills_in_math2/223710730383,1643,9,추출
223710712344,2025 강릉원주대 치대 치의예과 입결 수시컷 수시등급 모집요강 수능최저 국립강릉원주대학교,2024. 12. 31.,대입분석,교육·입시정보,https://blog.naver.com/skills_in_math2/223710712344,2840,9,추출
223710632230,2025 가톨릭대 의대 약대 의학과 정시컷 정시 입결 지원방법 등급컷 모집요강 정시등급 가톨릭대학교,2024. 12. 31.,대입분석,교육·입시정보,https://blog.naver.com/skills_in_math2/223710632230,2817,8,추출
223710610386,2025 가톨릭대 의대 약대 약학과 입결 논술 수시컷 수시등급 모집요강 최저 가톨릭대학교,2024. 12. 31.,대입분석,교육·입시정보,https://blog.naver.com/skills_in_math2/223710610386,2974,8,추출
223710562331,정신여고 입결 선택과목 동아리 5등급제 수행평가,2024. 12. 31.,고등학교,교육·입시정보,https://blog.naver.com/skills_in_math2/223710562331,2550,14,추출
223710555300,2025 가톨릭관동대학교 의대 의예과 의학과 정시컷 정시 입결 지원방법 등급컷 모집요강 정시등급,2024. 12. 31.,대입분석,교육·입시정보,https://blog.naver.com/skills_in_math2/223710555300,2643,8,추출
223710526264,창덕여고 학생수 진학률 동아리 선택과목 생기부,2024. 12. 31.,고등학교,교육·입시정보,https://blog.naver.com/skills_in_math2/223710526264,3220,14,추출
223710524527,2025 가톨릭관동대학교 의대 의예과 의학과 수시컷 수시 입결 지원방법 등급컷 모집요강 수시등급,2024. 12. 31.,대입분석,교육·입시정보,https://blog.naver.com/skills_in_math2/223710524527,2526,7,추출
223709488177,동성고 진학률 동아리 인공지능캠프 선택과목,2024. 12. 30.,고등학교,교육·입시정보,https://blog.naver.com/skills_in_math2/223709488177,2462,12,추출
223709427921,홍대부고 내신 진학률 동아리 AI프로그램 선택과목,2024. 12. 30.,고등학교,교육·입시정보,https://blog.naver.com/skills_in_math2/223709427921,3147,15,추출
223707057247,중앙고 입학 면접 내신 동아리 선택과목 추첨,2024. 12. 27.,고등학교,교육·입시정보,https://blog.naver.com/skills_in_math2/223707057247,2733,18,추출
223706988642,대광고 5등급제 생기부 동아리 선택과목,2024. 12. 27.,고등학교,교육·입시정보,https://blog.naver.com/skills_in_math2/223706988642,2856,16,추출
223706921624,서울외고 입학 경쟁률 서류 면접 동아리 선택과목,2024. 12. 27.,고등학교,교육·입시정보,https://blog.naver.com/skills_in_math2/223706921624,3457,13,추출
223705981035,서울국제고 경쟁률 면접 입결 동아리 방과후학교,2024. 12. 26.,고등학교,교육·입시정보,https://blog.naver.com/skills_in_math2/223705981035,2501,14,추출
223705897948,성신여고 내신 동아리 영재학급 경쟁률 선택과목,2024. 12. 26.,고등학교,교육·입시정보,https://blog.naver.com/skills_in_math2/223705897948,3068,15,추출
223704256338,혜화여고 5등급제 경쟁률 내신 대비 동아리,2024. 12. 24.,고등학교,교육·입시정보,https://blog.naver.com/skills_in_math2/223704256338,1807,11,추출
223704196218,한대부고 5등급제 내신 동아리 경쟁률 학교소개,2024. 12. 24.,고등학교,교육·입시정보,https://blog.naver.com/skills_in_math2/223704196218,1779,9,추출
223681419905,📢중계동 수학학원 수학의기술 은행사거리점 11월 순공 랭킹 TOP 10📢,2024. 12. 3.,은행사거리점(직접 게시),학습성과·후기,https://blog.naver.com/skills_in_math2/223681419905,853,8,추출
223677907407,"중계동 수학학원 수학의기술 은행사거리점, ""아직도 문제만 많이 푸니?"" 잘못된 공부 방법 솔루션, 지금 바로 공개!",2024. 12. 3.,은행사거리점(직접 게시),수업·학습관리,https://blog.naver.com/skills_in_math2/223677907407,1665,8,추출
223677900962,"중계동 수학학원 수학의기술 은행사거리점, ""아는 만큼 보인다!"" 공부 마음가짐 제대로 잡기!",2024. 12. 2.,은행사거리점(직접 게시),수업·학습관리,https://blog.naver.com/skills_in_math2/223677900962,1780,8,추출
223677899876,"중계동 수학학원 수학의기술 은행사거리점, 상위권 학생의 공부 고민? ""100점""의 비결은 뭔데~?",2024. 12. 1.,은행사거리점(직접 게시),수업·학습관리,https://blog.naver.com/skills_in_math2/223677899876,1908,8,추출
223676178137,"중계동 수학학원 수학의기술 은행사거리점, 내가 해본 ""진짜"" 공부 비법, 특급 공개!",2024. 11. 30.,은행사거리점(직접 게시),수업·학습관리,https://blog.naver.com/skills_in_math2/223676178137,1888,7,추출
223676154652,"중계동 수학학원 수학의기술 은행사거리점, ""내 성적은 이렇게 올랐다!"" 50점 상승시킨 공부비법?",2024. 11. 29.,은행사거리점(직접 게시),수업·학습관리,https://blog.naver.com/skills_in_math2/223676154652,1646,8,추출
223676149502,"중계동 수학학원 수학의기술 은행사거리점, 수학 실력 2배 UP되는 나만의 공부비법! 지금 소개합니다~!",2024. 11. 28.,은행사거리점(직접 게시),수업·학습관리,https://blog.naver.com/skills_in_math2/223676149502,1635,8,추출
223670670010,"중계동 수학학원 수학의기술, 2025 겨울방학 동계특강 대개강!",2024. 11. 23.,문의폭주개강소식,모집·개강,https://blog.naver.com/skills_in_math2/223670670010,2183,13,추출
223669816535,"중계동 수학학원 수학의기술, 예비고3 겨울은 제대로 된 수학정복!",2024. 11. 22.,문의폭주개강소식,모집·개강,https://blog.naver.com/skills_in_math2/223669816535,1321,12,추출
223669798696,"중계동 수학학원 수학의기술 은행사거리점, 12월 개강반 준비 완료 소식!",2024. 11. 22.,문의폭주개강소식,모집·개강,https://blog.naver.com/skills_in_math2/223669798696,1979,7,추출
223666496064,"중계동 수학학원 수학의기술 ""중등 마스터 로드맵"" 설명회 개최 현장! 지금 공개합니다~!",2024. 11. 19.,은행사거리점(직접 게시),모집·개강,https://blog.naver.com/skills_in_math2/223666496064,3061,56,추출
223646990179,"중계동 수학학원 2025 ""예비고1 대입을 알려주마"", 학생전용 설명회 현장 리뷰!",2024. 11. 5.,은행사거리점(직접 게시),모집·개강,https://blog.naver.com/skills_in_math2/223646990179,2805,41,추출
223646943179,[수학의기술 삼각산점] 2025 수학의기술 중등설명회 현장 후기!,2024. 11. 4.,삼각산점 중등반,학습성과·후기,https://blog.naver.com/skills_in_math2/223646943179,1917,21,추출
223646561618,📢중계동 수학의기술학원 은행사거리점 10월 순공 랭킹 TOP 10!,2024. 11. 4.,은행사거리점(직접 게시),학습성과·후기,https://blog.naver.com/skills_in_math2/223646561618,819,9,추출
223641602468,중계동 수학학원 수학의기술 재원생을 위한 성적상승 후기 이벤트!,2024. 10. 31.,이벤트,이벤트·행사,https://blog.naver.com/skills_in_math2/223641602468,1057,12,추출
223637395562,[수학의기술 11월 소식] 📢수기 예비고1은 11월 한달 얼마나 알찬데?!,2024. 10. 29.,은행사거리점(직접 게시),소개·공지·기타,https://blog.naver.com/skills_in_math2/223637395562,1158,13,추출
223637392587,"중계동수학학원 수학의기술 재원생을 위한 특별 설명회 개최! <예비고1, 대입을 알려주마😮>",2024. 10. 29.,은행사거리점(직접 게시),모집·개강,https://blog.naver.com/skills_in_math2/223637392587,1099,2,추출
223637380913,"중계동 수학학원 2025예비고1 고입설명회 '2025 고등학교, 어디가?' 고입 준비의 시작, 그 현장을 소개합니다!",2024. 10. 29.,은행사거리점(직접 게시),모집·개강,https://blog.naver.com/skills_in_math2/223637380913,2748,31,추출
223604474064,📢중계동 수학의기술학원 은행사거리점 9월 순공 TOP 10 업데이트!,2024. 10. 2.,은행사거리점(직접 게시),학습성과·후기,https://blog.naver.com/skills_in_math2/223604474064,781,8,추출
223602507694,2024 가천대 수시등급 가천대학교 수시컷 학종 입결 커트라인,2024. 9. 30.,대입분석,교육·입시정보,https://blog.naver.com/skills_in_math2/223602507694,2361,21,추출
223602484658,2024 가천대 수시등급 가천대학교 수시컷 가천대 교과전형 입결 커트라인,2024. 9. 30.,대입분석,교육·입시정보,https://blog.naver.com/skills_in_math2/223602484658,3783,15,추출
223602464784,2024 가천대 정시등급 가천대학교 정시컷 입결 가천대 정시 커트라인,2024. 9. 30.,대입분석,교육·입시정보,https://blog.naver.com/skills_in_math2/223602464784,2835,9,추출
223602449864,2024 세종대 수시등급 세종대학교 수시컷 학종 입결 커트라인,2024. 9. 30.,대입분석,교육·입시정보,https://blog.naver.com/skills_in_math2/223602449864,3036,14,추출
223602431186,2024 세종대 수시등급 세종대학교 수시컷 세종대 교과전형 입결 커트라인,2024. 9. 30.,대입분석,교육·입시정보,https://blog.naver.com/skills_in_math2/223602431186,2871,14,추출
223602387236,2024 세종대 정시등급 세종대학교 정시컷 입결 세종대 정시 커트라인,2024. 9. 30.,대입분석,교육·입시정보,https://blog.naver.com/skills_in_math2/223602387236,1679,11,추출
223602372293,2024 국민대 수시등급 국민대학교 수시컷 학종 입결 커트라인,2024. 9. 30.,대입분석,교육·입시정보,https://blog.naver.com/skills_in_math2/223602372293,3824,15,추출
223602356769,2024 국민대 수시등급 국민대학교 수시컷 교과전형 입결 커트라인,2024. 9. 30.,대입분석,교육·입시정보,https://blog.naver.com/skills_in_math2/223602356769,3569,13,추출
223602343664,2024 국민대 정시등급 국민대학교 정시컷 입결 국민대학교 정시 커트라인,2024. 9. 30.,대입분석,교육·입시정보,https://blog.naver.com/skills_in_math2/223602343664,3864,9,추출
223602326808,2024 숙명여대 수시등급 숙명여자대학교 수시컷 숙대 학종 입결 커트라인,2024. 9. 30.,대입분석,교육·입시정보,https://blog.naver.com/skills_in_math2/223602326808,3359,17,추출
223602310543,2024 숙명여대 수시등급 숙명여자대학교 수시컷 숙대 교과전형 입결 커트라인,2024. 9. 30.,대입분석,교육·입시정보,https://blog.naver.com/skills_in_math2/223602310543,2601,12,추출
223602298815,2024 숙명여대 정시등급 숙명여자대학교 정시컷 입결 숙대 정시 커트라인,2024. 9. 30.,대입분석,교육·입시정보,https://blog.naver.com/skills_in_math2/223602298815,2407,8,추출
223602055445,2024 홍대 수시등급 홍익대학교 수시컷 학종 입결 커트라인,2024. 9. 30.,대입분석,교육·입시정보,https://blog.naver.com/skills_in_math2/223602055445,2624,12,추출
223601968507,2024 홍대 수시등급 홍익대학교 수시컷 홍대 교과전형 입결 커트라인,2024. 9. 30.,대입분석,교육·입시정보,https://blog.naver.com/skills_in_math2/223601968507,3070,14,추출
223601863666,2024 홍대 정시등급 홍익대학교 정시컷 입결 홍대 정시 커트라인,2024. 9. 30.,대입분석,교육·입시정보,https://blog.naver.com/skills_in_math2/223601863666,2874,10,추출
223601839343,2024 동국대 수시등급 동국대학교 수시컷 학종 입결 커트라인 두드림,2024. 9. 30.,대입분석,교육·입시정보,https://blog.naver.com/skills_in_math2/223601839343,2745,12,추출
223601797631,2024 동국대 수시등급 동국대학교 수시컷 교과전형 입결 커트라인,2024. 9. 30.,대입분석,교육·입시정보,https://blog.naver.com/skills_in_math2/223601797631,2846,12,추출
223601766658,2024 동국대 정시등급 동국대학교 정시컷 입결 동국대학교 커트라인,2024. 9. 30.,대입분석,교육·입시정보,https://blog.naver.com/skills_in_math2/223601766658,2925,11,추출
223598580107,📢중계동 수학의기술학원 은행사거리점 8월 순공 TOP 10 발표! 과연 이번 1위는 ...?!,2024. 9. 27.,은행사거리점(직접 게시),학습성과·후기,https://blog.naver.com/skills_in_math2/223598580107,756,7,추출
223597281314,고등학교 어디가? 2025 수학의기술 은행사거리점 고입설명회,2024. 9. 26.,은행사거리점(직접 게시),모집·개강,https://blog.naver.com/skills_in_math2/223597281314,1263,8,추출
223590003378,"중계동 수학학원 수학의기술, 내신대비도 수학의기술 은행사거리점은 다르다!",2024. 9. 20.,은행사거리점(직접 게시),소개·공지·기타,https://blog.naver.com/skills_in_math2/223590003378,2317,15,추출
223579269041,마포과학학원 준과학학원 2022개정 예비고1 설명회 개최,2024. 9. 10.,공지사항,모집·개강,https://blog.naver.com/skills_in_math2/223579269041,2959,18,추출
223577946578,"목동과학학원, 준과학학원 고1을 위한 22개정 설명회 개최!",2024. 9. 9.,공지사항,모집·개강,https://blog.naver.com/skills_in_math2/223577946578,2943,11,추출
223561380371,2024 건국대 수시등급 건국대학교 수시컷 학종 입결 커트라인,2024. 8. 26.,대입분석,교육·입시정보,https://blog.naver.com/skills_in_math2/223561380371,3708,9,추출
223561067220,"중계동 수학학원, 수학의기술 예비 고1을 위한 단기 완성 ""공통수학2"" 응용특강 개강!",2024. 8. 26.,문의폭주개강소식,모집·개강,https://blog.naver.com/skills_in_math2/223561067220,1139,12,추출
223561027785,"중계동 수학학원 수학의기술, 9월 개강으로 2학기 준비 완료!",2024. 8. 26.,문의폭주개강소식,모집·개강,https://blog.naver.com/skills_in_math2/223561027785,1805,18,추출
